iter	Logloss
935	0.3006907823
936	0.3004363842
937	0.300397021
938	0.3003503224
939	0.3002966768
940	0.300171068
941	0.3000795056
942	0.2999121517
943	0.2997578892
944	0.2996117328
945	0.2995246978
946	0.2994381054
947	0.2994139336
948	0.2992826109
949	0.2992650258
950	0.2990582086
951	0.2989891679
952	0.2989240237
953	0.2987911809
954	0.2986962421
955	0.2986630255
956	0.2985476639
957	0.2984995174
958	0.2981134309
959	0.2980795652
960	0.2978949668
961	0.2978235759
962	0.2977434644
963	0.2977188952
964	0.2974787136
965	0.2974185801
966	0.297319013
967	0.2972368414
968	0.2971795854
969	0.2971244153
970	0.2969631226
971	0.2968907688
972	0.2967702274
973	0.2965562405
974	0.2965420201
975	0.2964394923
976	0.2963851061
977	0.2962349727
978	0.2960560464
979	0.2957753388
980	0.2955939765
981	0.2954717431
982	0.2952735037
983	0.2951784215
984	0.2951283102
985	0.2949699504
986	0.2946948262
987	0.2945827601
988	0.2942973806
989	0.294232883
990	0.2940833212
991	0.2939094919
992	0.2938412509
993	0.2936115196
994	0.2934513795
995	0.2933565923
996	0.2932469344
997	0.2932125461
998	0.2931362993
999	0.293018529
